concept,feature,label
flamingo,has fur,0
strainer,has fur,0
scissors,has fur,0
veil,has fur,0
bench,has fur,0
lily,has fur,0
birch,has fur,0
crane,has fur,0
tuna,has fur,0
bomb,has fur,0
falcon,has fur,0
toaster,has fur,0
crayfish,has fur,0
shirt,has fur,0
clamp,has fur,0
kite,has fur,0
jellyfish,has fur,0
shrimp,has fur,0
chopping_board,has fur,0
drill,has fur,0
grapefruit,has fur,0
ladybird,has fur,0
ant,has fur,0
crowbar,has fur,0
sparrow,has fur,0
eel,has fur,0
train,has fur,0
shark,has fur,0
spirit_level,has fur,0
whale,has fur,0
cabbage,has fur,0
nightingale,has fur,0
nectarine,has fur,0
cap,has fur,0
poppy,has fur,0
mango,has fur,0
satsuma,has fibrous skin,1
orange,has fibrous skin,1
nectarine,has fibrous skin,1
coconut,has fibrous skin,1
raspberry,has fibrous skin,1
apple,has fibrous skin,0
peach,has fibrous skin,0
banana,has fibrous skin,0
melon,has fibrous skin,0
olive,has fibrous skin,0
pineapple,has fibrous skin,0
plum,has fibrous skin,0
pear,has fibrous skin,0
kiwi,has fibrous skin,0
avocado,has fibrous skin,0
date,has fibrous skin,0
cherry,has fibrous skin,0
nut,has fibrous skin,0
apricot,has fibrous skin,0
grape,has fibrous skin,0
whale,uses echolocation,1
bat,uses echolocation,1
dolphin,uses echolocation,1
walrus,uses echolocation,0
hamster,uses echolocation,0
artichoke,uses echolocation,0
donut,uses echolocation,0
bear,uses echolocation,0
rat,uses echolocation,0
seal,uses echolocation,0
caterpillar,uses echolocation,0
squirrel,uses echolocation,0
chainsaw,uses echolocation,0
monkey,uses echolocation,0
bat,is blind,1
worm,is blind,1
centipede,is blind,0
squirrel,is blind,0
jellyfish,is blind,0
monkey,is blind,0
millipede,is blind,0
rat,is blind,0
monkey,eats fruit,1
bat,eats fruit,1
gorilla,eats fruit,1
hamster,eats fruit,0
elephant,eats fruit,0
porcupine,eats fruit,0
gerbil,eats fruit,0
rat,eats fruit,0
mouse,eats fruit,0
squirrel,eats fruit,0
hedgehog,eats fruit,0
beaver,eats fruit,0
bat,can be found in caves,1
monkey,can be found in caves,0
squirrel,can be found in caves,0
rat,can be found in caves,0
elephant,has big ears,1
rabbit,has big ears,1
donkey,has big ears,1
mouse,has big ears,1
bat,has big ears,1
hamster,has big ears,0
cat,has big ears,0
porcupine,has big ears,0
bear,has big ears,0
gerbil,has big ears,0
raccoon,has big ears,0
rat,has big ears,0
seal,has big ears,0
fox,has big ears,0
squirrel,has big ears,0
hedgehog,has big ears,0
camel,has big ears,0
monkey,has big ears,0
hippo,has big ears,0
beaver,has big ears,0
bat,uses sonic waves to communicate,1
submarine,uses sonic waves to communicate,1
dolphin,uses sonic waves to communicate,1
walrus,uses sonic waves to communicate,0
whale,uses sonic waves to communicate,0
yacht,uses sonic waves to communicate,0
ship,uses sonic waves to communicate,0
seal,uses sonic waves to communicate,0
rat,uses sonic waves to communicate,0
squirrel,uses sonic waves to communicate,0
oil_tanker,uses sonic waves to communicate,0
monkey,uses sonic waves to communicate,0
bat,has good hearing,1
owl,has good hearing,1
squirrel,has good hearing,0
monkey,has good hearing,0
buzzard,has good hearing,0
eagle,has good hearing,0
rat,has good hearing,0
hawk,has good hearing,0
mushroom,can be found in dark places,1
millipede,can be found in dark places,1
centipede,can be found in dark places,1
moth,can be found in dark places,1
bat,can be found in dark places,1
bee,can be found in dark places,0
crayfish,can be found in dark places,0
flea,can be found in dark places,0
termite,can be found in dark places,0
rat,can be found in dark places,0
dragonfly,can be found in dark places,0
cucumber,can be found in dark places,0
pumpkin,can be found in dark places,0
squirrel,can be found in dark places,0
leek,can be found in dark places,0
spider,can be found in dark places,0
monkey,can be found in dark places,0
beetle,can be found in dark places,0
cricket,can be found in dark places,0
scorpion,can be found in dark places,0
cat,eats rodents and mice,1
buzzard,eats rodents and mice,1
hawk,eats rodents and mice,1
owl,eats rodents and mice,1
bat,eats rodents and mice,1
falcon,eats rodents and mice,1
eagle,eats rodents and mice,1
hummingbird,eats rodents and mice,0
hamster,eats rodents and mice,0
parakeet,eats rodents and mice,0
bear,eats rodents and mice,0
heron,eats rodents and mice,0
gerbil,eats rodents and mice,0
rat,eats rodents and mice,0
kingfisher,eats rodents and mice,0
wren,eats rodents and mice,0
emu,eats rodents and mice,0
monkey,eats rodents and mice,0
sparrow,eats rodents and mice,0
chicken,eats rodents and mice,0
ostrich,eats rodents and mice,0
starling,eats rodents and mice,0
crane,eats rodents and mice,0
squirrel,eats rodents and mice,0
pigeon,eats rodents and mice,0
budgie,eats rodents and mice,0
swan,eats rodents and mice,0
woodpecker,eats rodents and mice,0
bee,can be found living in large groups,1
gorilla,can be found living in large groups,1
shrimp,can be found living in large groups,1
wolf,can be found living in large groups,1
lion,can be found living in large groups,1
hyena,can be found living in large groups,1
pigeon,can be found living in large groups,1
penguin,can be found living in large groups,1
monkey,can be found living in large groups,1
bat,can be found living in large groups,1
dolphin,can be found living in large groups,1
walrus,can be found living in large groups,0
hummingbird,can be found living in large groups,0
skunk,can be found living in large groups,0
bear,can be found living in large groups,0
worm,can be found living in large groups,0
otter,can be found living in large groups,0
lamb,can be found living in large groups,0
calf,can be found living in large groups,0
wren,can be found living in large groups,0
emu,can be found living in large groups,0
beetle,can be found living in large groups,0
hippo,can be found living in large groups,0
wasp,can be found living in large groups,0
llama,can be found living in large groups,0
millipede,can be found living in large groups,0
squirrel,can be found living in large groups,0
camel,can be found living in large groups,0
swan,can be found living in large groups,0
elephant,can be found living in large groups,0
hamster,can be found living in large groups,0
parakeet,can be found living in large groups,0
porcupine,can be found living in large groups,0
jellyfish,can be found living in large groups,0
gerbil,can be found living in large groups,0
rat,can be found living in large groups,0
caterpillar,can be found living in large groups,0
ant,can be found living in large groups,0
sparrow,can be found living in large groups,0
dog,can be found living in large groups,0
rhino,can be found living in large groups,0
mouse,can be found living in large groups,0
hedgehog,can be found living in large groups,0
beaver,can be found living in large groups,0
hummingbird,can suck blood,1
flea,can suck blood,1
housefly,can suck blood,1
mosquito,can suck blood,1
bat,can suck blood,1
moth,can suck blood,0
wasp,can suck blood,0
termite,can suck blood,0
rat,can suck blood,0
cockroach,can suck blood,0
ladybird,can suck blood,0
grasshopper,can suck blood,0
squirrel,can suck blood,0
stick_insect,can suck blood,0
ant,can suck blood,0
emu,can suck blood,0
swan,can suck blood,0
monkey,can suck blood,0
beetle,can suck blood,0
sparrow,can suck blood,0
bat,is a flying rodent,1
monkey,is a flying rodent,0
squirrel,is a flying rodent,0
rat,is a flying rodent,0
hamster,is a rodent,1
chipmunk,is a rodent,1
porcupine,is a rodent,1
skunk,is a rodent,1
guinea_pig,is a rodent,1
gerbil,is a rodent,1
rabbit,is a rodent,1
raccoon,is a rodent,1
rat,is a rodent,1
mouse,is a rodent,1
squirrel,is a rodent,1
bat,is a rodent,1
beaver,is a rodent,1
walrus,is a rodent,0
tiger,is a rodent,0
wolf,is a rodent,0
bear,is a rodent,0
cow,is a rodent,0
hyena,is a rodent,0
otter,is a rodent,0
horse,is a rodent,0
buffalo,is a rodent,0
monkey,is a rodent,0
hippo,is a rodent,0
pony,is a rodent,0
panther,is a rodent,0
zebra,is a rodent,0
lion,is a rodent,0
llama,is a rodent,0
giraffe,is a rodent,0
pig,is a rodent,0
camel,is a rodent,0
cheetah,is a rodent,0
leopard,is a rodent,0
dolphin,is a rodent,0
elephant,is a rodent,0
cat,is a rodent,0
gorilla,is a rodent,0
sheep,is a rodent,0
donkey,is a rodent,0
goat,is a rodent,0
fox,is a rodent,0
moose,is a rodent,0
kangaroo,is a rodent,0
platypus,is a rodent,0
dog,is a rodent,0
ox,is a rodent,0
whale,is a rodent,0
deer,is a rodent,0
seal,is a rodent,0
rhino,is a rodent,0
hedgehog,is a rodent,0
pie,can have a hot temperature,1
mug,can have a hot temperature,1
kettle,can have a hot temperature,1
stove,can have a hot temperature,1
lamp,can have a hot temperature,1
coffee_maker,can have a hot temperature,1
microwave,can have a hot temperature,1
oven,can have a hot temperature,1
soup,can have a hot temperature,1
tea,can have a hot temperature,1
bathtub,can have a hot temperature,1
toaster,can have a hot temperature,1
coffee,can have a hot temperature,1
dice,can have a hot temperature,0
basin,can have a hot temperature,0
whiskey,can have a hot temperature,0
box,can have a hot temperature,0
balloon,can have a hot temperature,0
leek,can have a hot temperature,0
wine,can have a hot temperature,0
sink,can have a hot temperature,0
dresser,can have a hot temperature,0
jar,can have a hot temperature,0
catapult,can have a hot temperature,0
basket,can have a hot temperature,0
bag,can have a hot temperature,0
chandelier,can have a hot temperature,0
bin,can have a hot temperature,0
puppet,can have a hot temperature,0
gin,can have a hot temperature,0
raft,can have a hot temperature,0
bowl,can have a hot temperature,0
barrel,can have a hot temperature,0
bucket,can have a hot temperature,0
cider,can have a hot temperature,0
kite,can have a hot temperature,0
chopping_board,can have a hot temperature,0
mushroom,can have a hot temperature,0
yoyo,can have a hot temperature,0
earmuffs,can have a hot temperature,0
chest_of_drawers,can have a hot temperature,0
flour,can have a hot temperature,0
cake,can have a hot temperature,0
bottle,can have a hot temperature,0
bookcase,can have a hot temperature,0
armor,can have a hot temperature,0
milk,can have a hot temperature,0
rattle,can have a hot temperature,0
chocolate,can have a hot temperature,0
jelly,can have a hot temperature,0
lemonade,can have a hot temperature,0
doll,can have a hot temperature,0
bathtub,can be made of enamel,1
jar,can be made of enamel,0
bucket,can be made of enamel,0
barrel,can be made of enamel,0
cider,can contain bubbles,1
beer,can contain bubbles,1
champagne,can contain bubbles,1
lemonade,can contain bubbles,1
bathtub,can contain bubbles,1
bucket,can contain bubbles,0
barrel,can contain bubbles,0
kite,can contain bubbles,0
whiskey,can contain bubbles,0
rattle,can contain bubbles,0
balloon,can contain bubbles,0
flour,can contain bubbles,0
wine,can contain bubbles,0
brandy,can contain bubbles,0
chocolate,can contain bubbles,0
tea,can contain bubbles,0
milk,can contain bubbles,0
jar,can contain bubbles,0
gin,can contain bubbles,0
coffee,can contain bubbles,0
bathtub,can overflow,1
jar,can overflow,0
bucket,can overflow,0
barrel,can overflow,0
bathtub,can have a rubber duck inside it,1
jar,can have a rubber duck inside it,0
bucket,can have a rubber duck inside it,0
barrel,can have a rubber duck inside it,0
bathtub,can contain a shower,1
caravan,can contain a shower,1
tractor,can contain a shower,0
bucket,can contain a shower,0
barrel,can contain a shower,0
trolley,can contain a shower,0
motorcycle,can contain a shower,0
jar,can contain a shower,0
tea,can contain hot water,1
bathtub,can contain hot water,1
dishwasher,can contain hot water,1
coffee,can contain hot water,1
bucket,can contain hot water,0
cider,can contain hot water,0
barrel,can contain hot water,0
whiskey,can contain hot water,0
refrigerator,can contain hot water,0
washing_machine,can contain hot water,0
wine,can contain hot water,0
lemonade,can contain hot water,0
milk,can contain hot water,0
jar,can contain hot water,0
microwave,can contain hot water,0
gin,can contain hot water,0
bathtub,is a tub,1
jar,is a tub,0
bucket,is a tub,0
barrel,is a tub,0
bathtub,is used for taking a bath,1
jar,is used for taking a bath,0
bucket,is used for taking a bath,0
barrel,is used for taking a bath,0
bathtub,is an alternative to showers,1
jar,is an alternative to showers,0
bucket,is an alternative to showers,0
barrel,is an alternative to showers,0
rifle,is a gun,1
bayonet,is a gun,1
revolver,is a gun,1
shotgun,is a gun,1
pistol,is a gun,1
spirit_level,is a gun,0
bow,is a gun,0
clamp,is a gun,0
bullet,is a gun,0
clock,is a gun,0
sword,is a gun,0
crossbow,is a gun,0
spear,is a gun,0
machete,is a gun,0
arrow,is a gun,0
gun,is a gun,0
bomb,is a gun,0
dagger,is a gun,0
peeler,is a gun,0
boomerang,is a gun,0
penknife,can stab,1
sword,can stab,1
bayonet,can stab,1
spear,can stab,1
fork,can stab,1
dagger,can stab,1
knife,can stab,1
scalpel,can stab,0
plate,can stab,0
clock,can stab,0
arrow,can stab,0
revolver,can stab,0
machete,can stab,0
cup,can stab,0
scythe,can stab,0
rifle,can stab,0
bow,can stab,0
hatchet,can stab,0
bullet,can stab,0
spoon,can stab,0
scissors,can stab,0
crossbow,can stab,0
axe,can stab,0
shotgun,can stab,0
gun,can stab,0
chisel,can stab,0
pistol,can stab,0
boomerang,can stab,0
bayonet,is attached to a gun,1
dagger,is attached to a gun,0
spear,is attached to a gun,0
machete,is attached to a gun,0
bayonet,has a knife,1
dagger,has a knife,0
spear,has a knife,0
machete,has a knife,0
bayonet,is for hand to hand combat,1
dagger,is for hand to hand combat,0
spear,is for hand to hand combat,0
machete,is for hand to hand combat,0
bayonet,has attachment points,1
dagger,has attachment points,0
spear,has attachment points,0
machete,has attachment points,0
cage,is cruel,1
cupboard,is cruel,0
raft,is cruel,0
hutch,is cruel,0
can_opener,has a sharp point,1
screw,has a sharp point,1
harpoon,has a sharp point,1
sword,has a sharp point,1
bayonet,has a sharp point,1
spear,has a sharp point,1
nail,has a sharp point,1
hammer,has a sharp point,0
clamp,has a sharp point,0
bowl,has a sharp point,0
trowel,has a sharp point,0
clock,has a sharp point,0
finger,has a sharp point,0
box,has a sharp point,0
bomb,has a sharp point,0
corkscrew,has a sharp point,0
bottle,has a sharp point,0
bookcase,has a sharp point,0
peeler,has a sharp point,0
rollerskate,has a sharp point,0
train,has a sharp point,0
puppet,has a sharp point,0
spirit_level,has a sharp point,0
celery,has a sharp point,0
bow,has a sharp point,0
taxi,has a sharp point,0
strainer,has a sharp point,0
ambulance,has a sharp point,0
jelly,has a sharp point,0
basket,has a sharp point,0
toe,has a sharp point,0
rake,has a sharp point,0
bag,has a sharp point,0
mirror,has a sharp point,0
bin,has a sharp point,0
pistol,has a sharp point,0
crayfish,has a sharp point,0
harp,has a sharp point,0
bread,is cooked by baking,1
pie,is cooked by baking,1
potato,is cooked by baking,1
sweet_potato,is cooked by baking,1
cake,is cooked by baking,1
cookie,is cooked by baking,1
bean,is cooked by baking,1
artichoke,is cooked by baking,0
turnip,is cooked by baking,0
peach,is cooked by baking,0
mushroom,is cooked by baking,0
glider,is cooked by baking,0
corn,is cooked by baking,0
asparagus,is cooked by baking,0
cucumber,is cooked by baking,0
leek,is cooked by baking,0
onion,is cooked by baking,0
pumpkin,is cooked by baking,0
flour,is cooked by baking,0
lamb,is cooked by baking,0
chocolate,is cooked by baking,0
sparrow,is cooked by baking,0
spade,is cooked by baking,0
celery,is cooked by baking,0
rhubarb,is cooked by baking,0
beer,is cooked by baking,0
jelly,is cooked by baking,0
yoghurt,is cooked by baking,0
rice,is cooked by baking,0
tuba,is cooked by baking,0
butter,is cooked by baking,0
chair,is cooked by baking,0
chestnut,is a seed,1
bean,is a seed,1
nut,is a seed,1
pea,is a seed,1
willow,is a seed,0
celery,is a seed,0
mushroom,is a seed,0
pumpkin,is a seed,0
leek,is a seed,0
cucumber,is a seed,0
onion,is a seed,0
birch,is a seed,0
elm,is a seed,0
peanut,is a seed,0
coconut,is a seed,0
date,is a seed,0
pea,has protein,1
cheese,has protein,1
mushroom,has protein,1
